sentiment,review_body,product_category
1,I bought this in rose and i really like the jacket. the color is not rose but the picture is accurate. it is more terra cotta as previous reviewer's said. it is pretty casual but you can dress it up with a chunky necklace and dressy boots. i do wish it was a tad more fitted in the waist. i think it looks better buttoned  but i do wear it open as well.,Jackets
1,I ordered this jacket to complement the larkin dress by moulinette soeurs  which i planned to wear to a funeral. the pair together were perfect. the jacket added just the right touch in fashion and practical warmth on a sunny but chilly february morning in alexandria  va. i ordered my usual size and it fit perfectly  if not a tad bit large. but then i'm not very tall so occasionally items have more material than i need. but i never worry about that since it doesn't usually affect the lines of th,Jackets
1,This jacket is so pretty and fits amazing! i ordered the size small and it fits as expected. i normally wear a size small and a size 4.,Jackets
1,Very cute and great fit. i removed the belt (it's removable) for a different look.,Jackets
1,Light weight jacket  perfect layering piece . short enough to be the right accessory over a dress or skirt without getting a sloppy look. versatile  - also great over a long tee with skinny jeans. well made  fold cuffs back for the classic look.,Jackets
1,I bought this in green and i absolutely love it! the quality of material is very fantastic  a durable fabric that will hold up well over time. its a good quality too  so can be dressed up somewhat  and also does well as a very casual piece. love it!,Jackets
1,When i saw this on a model at my retailer store  i fell for it. i love the colors and the weave of this kimono. it looks great over anything denim or chambray in particular. it will be useful for cooler days and nights or air-conditionied places. the knit cuffs hold it in place. i got many compliments on it the first time i wore it.,Jackets
1,The collar from a distance looks like it has seen better days (very scruffy)  but it is so silky soft. and the slight sheen to the jacket is a nice twist to an ordinary army type. the fabric is definitely thinner than i expected  but it&#39;s also softer and better for layering.,Jackets
1,I got this jacket after being inspired by the looks from stranger things  and love that the fuzzy collar style is coming back! i tend to wear medium shirts and large jackets/coats to fit my long arms  and the sleeves are a great length for me. the lining has a gorgeous pattern on the inside too. the buttons were difficult to button at first  but became easier over time as the fabric softened. i also bought a pilcro skirt and it's comfortable too  so overall i&#39;m very happy with this brand.,Jackets
-1,I loved these pants the minute i put them on  and was so happy i'd ordered them. but i wore them only 3 times - and only at dinners with friends  not even for full days - and the seams on both legs ripped open! i think the faux leather just isn't equipped to handle the stretch of fitted leggings. i was super-bummed about this  because these pants are so insanely cute. but if they can't hold up to a few casual wears  then there's just no way... thankfully retailer was true to their brilliant custom,Jeans
-1,I love the way these jeans look and fit  but they have a chemical smell. i assumed the odor would go away after i washed them  but it doesn't seem to have helped.,Jeans
-1,"I wanted to love these jeans  but as a woman who is almost 45 there was way too much stretch in them. i am always a size 26 and i couldn't wear these  they were way too tight! they went back the next day. i will say  it could be my body type  i""m a runner so my legs are muscular. if you have very thin legs  these could be great and work for you. i loved the color  dark blue.",Jeans
-1,These run at least 2 sizes smaller than other styles of the same brand  mother. such a bummer because the quality is totally on point. i'm going to exchange them for a huge size i guess. whatever  i don't mind having a size that's so much larger than all my other jeans. i just mind the complete hassle of the exchange process. i wish mother would get their sizing issues under control. it's not retailer's fault. so annoyed.,Jeans
-1,"These pants are more like 9"" not 10"". i was very dissappointed. the color is great and so is the fabric.  if you look more closely at the model the pants don't fit her either!! they are too small! i haven't decided whether or not to take them back because i am losing weight. i am a 31 so far but these pants are like a 30. i need the color because they go perfectly with a top i bought from retailer",Jeans
-1,I'm normally a size 25p. i bought these in a 26 because i wanted a more relaxed fit. i could barely pull them up over my calves. i could get them on and button them  but i felt like a sausage stuffed into a straw. size up 2 sizes at least!,Jeans
-1,"If these jeans work for you  you're a lucky girl! the fabric is really thick and soft. pocket detail is cool and the hidden multicolored button placket is a nice detail. i ordered down a size. they're tight across my thighs and seem shorter than a 30"" inseam. the fit is boxy and not flattering on me but pants are so cute i may keep them anyway.",Jeans
-1,I ordered these jeans twice because i love them. the first pair were mis-marked by about 4 sizes so i re-ordered. second pair still didn't fit  they run really small  i would probably need one maybe two sizes larger than normal to achieve the fit and feel of the other skinny jeans in my closet:(,Jeans
-1,I purchased these in january and today i am going back to retailer to request a refund; the fabric on the inner thighs are absolutely thread bare. i am 5'6 and wear a size 28. they fit comfortably with great stretch  but apparently the fabric is so cheap that if your thighs should happen to touch  you will wear holes through the thighs in very short order.    first they started piling  which i had never a pair of pilcro pants do before  and within 2 washes i could actually see through the f,Jeans
0,"I have purchased many different styles of pilcro jeans  and have loved them all!!! these  unfortunately i do not like. i think they run large and the fit  just blah. the waist gapped and kinda had a ""mom jean"" look. i felt the quality was also not up to standard for this brand.",Jeans
0,Lots of pairs of the pilcro serif-- and for some reason  after 5mo or less of normal wear  these have bit the dust.   i don't dry my denim and do wash on gentle cycles... this pair just doesn't seem to be too happy. began pilling after two washes  just seems to be a different blend of fabric than the others?     super bummed and now there's no way to replace it. wamp wamp.,Jeans
0,Ordered these in 31p last year  prob could have worn a 30p  ordered 30p and 31p this year. the past couple of years the pilcro stet jeans in white fit me because they were cut straighter and not as curvy. this year neither size fit.   this year the cut changed and it has a curvier fit. it's the waist that doesn't work for me. if you're curvier this is probably a good fit change.,Jeans
0,Ordered a petite and it was not as dark of a denim like the picture. the pockets on the backside are wide and are not flattering if you have any curve to your rear. makes you look wider than you are! pocket on front are also large  which accentuate thighs. these were returned immediately as it did not work for me.,Jeans
0,Love the style  fabric and fit generally  but even ordering down a size  i could yank them right down. trying going down one more size  but not sure it will work as much as i want it to.,Jeans
0,These are very well-made jeans  the fabric is substantial and gives a lot of stretch with movement. i adore the extra inch or so in the rise of the waist  and they make my butt look great. however  these jeans fit like a glove when i put them on first thing  but within an hour or so of wear they are so baggy it's like wearing a size bigger. i'd say perhaps buy a size smaller if you want them to fit snugly through the day. if you like roomy  then buy your regular size.,Jeans
0,"Fit and style very nice. returned because way too long and bottom detail interfered with hemming. they were at least 4"" too long. i am 5'8"" so heels would fix the issue but i don't want to wear them with a comfy pair of pants.",Jeans
0,I have a few pairs of the stevie ankle  so i thought i try these. they have very little stretch and feel tight in the waist. the distressing near the front pockets is really apparent...like white stripes. they make the jean look overall cheap. not worth $198  in my opinion.,Jeans
0,Nice soft jeans  cute style  and i wish i could keep them...they just are too small on me. :/ not sure if i've gained weight (which i don't think i have because i had on a size 28 pair of pants today) but i ordered a size 29 in these jeans and they zipped but just too snug around the waist. i would honestly need a 30 or 31. looks like they are selling out quickly so i doubt i'll be able to get the size i need.   if you have a small waist i think they would be fine but they don't fit my body type,Jeans
1,These jeans are so comfortable and do not stretch out enough to size down  in my opinion. right when i put them on i could tell they fit perfectly. i have been buying pilcros for several years and have not been happy with the stet ankle jeans from the last 2 yrs because although they were very flattering when you first put them on  they stretched out so much it was annoying.   these script jeans are amazing  flattering and are a nice lightweight denim. i wore them a few times before washing and,Jeans
1,The jeans are the perfect high-waisted jeans. they do not stretch out and fit perfectly. the perfect length for a heel. love them all year round.,Jeans
1,I tried it on and it fit like a glove. it was a little strange having a different fabric on the back  but it worked and i am keeping it.,Jeans
1,"I purchased these jeans because they were on sale and i figured they'd be a good alt to my other white denim jeans. these have by far exceeded my expectations! my fav jeans  period. i'm 5'2 1/2"" but have a long torso and though west size 25  am athletic and curvy  so petite jeans don't really work for me. these are just the best cut and fit!",Jeans
1,I love these jeans- they really added something special to my wardrobe!    size:   i purchased my normal size in the store and was worried they wouldn't stretch out. the sales clerk helping me order the larger size alerted me that these will stretch a full size as i wear them but i wanted to be sure so i ordered the larger size just in case.     i received the larger size and when i tried them on i could feel them stretching out right away and feeling too loose. i kept my normal size and wore th,Jeans
1,These jeans look amazing on! hug every curve in just the right way....the long length with flare...add a platform heel and i look like i have legs for days!! and my booty will definitely turn some heads! total splurge but for a great pair of jeans  totally worth it. ordered my usual size 27 and they fit like a dream. hope they don't stretch out after wearing a few hours. the amount of stretch feels nice  so i think they'll continue to hug your body. if you want 1 pair of flares in your wardrobe.,Jeans
1,Love  love these jeans. being short they come right to my ankle. super soft and don?t require any hemming. i ordered my typical jean size of 26 and they fit like a glove. would love to have these in black and grey.,Jeans
1,"I adore these jeans! i bought them in a size 31 but probably could have gone with a 30. i decided to keep them anyway and have been very pleased. the fit is flattering. the color is perfect! i prefer these gray jeans to any other color for most outfits. the waist is a little higher than i'm used to  but that makes the fit even more flattering and helps prevent the ""sagging out"" issue that my older paige skinny jeans have.  i love these jeans and definitely recommend them for hourglass shapes. mo",Jeans
1,These are form fitting and have a great wash. the size runs large so i would say consider to go down one size than you usually wear. the bottom tapers so they are great to wear wtih flats or can easily fit into boots.,Jeans
-1,I was debating getting a large in this top but went for the medium  boy is it huge  the jersey fabric is quite thick which makes the sleeves bulky and uncomfortable  even the small would be giant!   for reference i normally wear a size 8/10 my chest is 34 e and this was just so so huge  it hung so badly of my chest that it looked frumpy and made me look bigger than i am.  the colours are true and nice and vibrant... definitely size down with this one,Knits
-1,This top is very cute and if you are short you will love it. i am tall and the dividing line of color block kept rising up over my bust so it looked weird. it made it look like an ill fitting maternity top. had to go back.,Knits
-1,This shirt runs gigantic and it's not even cute. i.'m done buying retailer online.,Knits
-1,This top arrived today  and after trying it on  i wanted to leave a review to say that the shirt is 100% without a doubt pinned back on the model in the product picture. the fit is designed to be loose  so i don't think anyone could possibly get the same look as the model even if they sized down. i've included a picture of how it fits naturally  and a picture of how it fits the model as i hold the fabric back. it's still a cute shirt  just not the flattering top i was expecting. i'm debating on,Knits
-1,This tunic is a perfect length for leggings. the mauve color got rave reviews on my first wearing. and the mixed media and asymmetrical styling gave the garment a unique appeal and made it quite flattering. however  when i wore it a second time  i noticed two micro holes in the sleeve. one near my wrist and the other at the shoulder. since i take extreme care when laundering my clothes  it seems this will have to be a return as the jersey knit is not strong enough to hold up in the delicate cycl,Knits
-1,Description is wrong. not a swing tunic. more long and straight. keep that in mind when buying this. if you have hips  this might not be the top for you,Knits
-1,This blouse was so cute  i really wanted to love it. as others mentioned  there is something wrong with the fit. i'm not a large person  but the top was tight even though i ordered a medium and a small.,Knits
-1,I love tiny button down tops. this one didn't work at all for me. i was excited about the mix prints but on it looked like i was wearing a vest over a striped shirt. also the arm was frayed on the shirt i tried on.,Knits
-1,I ordered a small from the online shop knowing it would be drapey  but it's much more than drapey. and the front draping looks like halloween costume material - not chic or sophisticated. sadly  i will be returning this top.,Knits
0,This blouse is very pretty  but it does gap at the top button. darn! such a hassle to have to return it  or exchange it. but i love it and otherwise it seems to fit.,Knits
0,It's a t-shirt. a very cute print  nice cut  very soft--but a t-shirt. therefore  why is it almost $50???? tried it on in the store and loved it  but i just can't justify $50 for a t-shirt.    for those who will not be deterred by the price: i normally wear about an 8-10 dress size at retailer  and the medium fit well.,Knits
0,Had to take a needle and pull threads to the back so not visible and i see this as an ongoing problem.,Knits
0,I am 6' and typically wear a size 8-10. i am a rather busty kind of gal (36h)  so i usually order larges in tops so that i am sure there is no pull across my chest. i ordered a large in this top in the plum color. when i received the top  i could not stop laughing at how huge it was... the fit in the chest area is fine  but i can wrap the sides around me and tie them into a bow. at least half of the material needs to be removed! despite how huge the top is  it is very cute otherwise! i just mail,Knits
0,This top would be great if it were longer and the neck wasn't so open. even for a boatneck  the neck was too wide. for those that don't mind showing their stomachs this top will be okay. the material is nice and stretchy and i like the stripes but just way too short for me.,Knits
0,The models pose and description are misleading. this top has absolutely no shape to it. the front of the shirt is kind of like a slub shirt texture  plain black. the back print is nice just more faded than shown in picture. the entire design has no form. it is huge. also cheaply made.,Knits
0,Wish i'd noticed that the sleeve cuff and hem were 'cut' to look hippie-casual. i'm taking this back with great regret. it's soft and the prettiest pale lime-sherbet color; made for a cool summer look. i don't like 'tattered ' though - so back it goes. sigh. it's soft  true fit  and beautiful. i'd buy it in many colors and in the lovely lavender print if it wasn't for the 'cuts.',Knits
0,Cute top  not great on me. beautiful  bright color.,Knits
0,"I didn't know what to put for ""runs small  true to size  or runs large "" but it required me to put something...i first ordered the xl  and it was ridiculously gianormous. the next time  i ordered a large. i thought the large would either be a perfect fit or still too large  based on how the xl had fit. the large was too tight! i could not believe it! it is too bad  for i love the design and color of this top! i ordered it in the muted red color. if you can find a size that works for you  go for",Knits
1,I purchased this top over the weekend and absolutely love it. i am currently 9 months pregnant (due in a week) and this top is perfect bc it has plenty of length. it is super soft and comfortable for the texas heat. i am 5'6'' usually 115 lbs currently closer to 140 lbs.,Knits
1,"I bought this tunic in black and am seriously considering buying it in more colors. it is so comfortable and very flattering. i am 5'11""  so many tunics are more like shirts on me  but this one is the perfect length to wear with leggings or pants. the v neck is a nice  feminine touch and i love the change in material around the edges.",Knits
1,This shirt is made of a thicker material  so you are able to wear it through multiple seasons. i also liked that it is a bit longer. however  it runs a little large  so i would order a size down if possible.,Knits
1,This tee is cute and unusual and i am sure i will wear it pretty often. i do wish i had ordered a size smaller than my normal large  but i am waiting for it to shrink in the wash a bit. the material is thin and it certainly doesn't feel like it is worth the price tag. i got it on sale and still think it is only worth about 20$.,Knits
1,Love this shirt  great fabric and fit. trying to wait for a sale to buy several others in additional colors.,Knits
1,I wish it was a little bigger.i kept this for it will be wonderful for summer.,Knits
1,I love this tunic! the fit is ttt and the quality is nice. i will get much use out of this piece!,Knits
1,"I am super-pleased with this cardigan  which is at a terrific sale price. i saw this in the pink color in the state street retailer in chicago  and i loved the feel of the material but wasn't sure about the color for me. when i saw they had a neutral striped version online  i decided to get it. the material is very soft and the beige/neutral color has a gray undertone which is good for my skintone. the front is double-layered and it has a fun seaming detail in the back and an ""unfinished"" trim whi",Knits
1,Really like this tee but i do wish it was made of another material. i like the design. simple with a nice macrame detail. the material is a very plain with much to be desired. ultimately kept the shirt but would have loved it more if it was made with something that felt better quality.,Knits
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
1,"Nice lines and texture but fit is very tight and i experienced the sizing to run small. i am 5'6"" and 115# with small frame. i usually wear xs or s from retailer  so ordered the turtleneck in small. the size small was super tight. i love the design so exchanging my order for a medium.",Layering
1,I ordered the black (not yet available ) through my store  as the xs was too big  and we tried ordering xs petite but it was not yet available. so we ordered xxs. (i am 115lbs). it fits nicely  but - as mentioned in previous review - it is thin. not see through in black  but thin. cut is nice though  i still think petite would fit me better i n length  but xxs was good... got a think if i will keep or not as htis is a nice summer basic...,Layering
1,"I'm 5'5"" 127lbs. ordered size small. not sheer. bodysuit snaps. great to wear with skirts and wide leg pants!!",Layering
1,I bought the white tank and the small fits me but it's very low cut for me. the white is sheer as well. i usually wear an xs or a small and i would be curious to see what the xs would fit like in the sense of how low cut it is.,Layering
1,Nice quality fabric that's soft to the touch  lightweight  and lays smoothly. runs small - great for those of us who are small on top! the s fits like xs. longer length but not tunic length. the navy can pass for dark silver-gray.,Layering
1,"I always go w/ black  but deviated this time & so glad i did! quality fabric  not sheer at all. a great layering piece and new staple for the wardrobe. fits tts  sm (i'm 5'2""  109lbs)",Layering
1,Velvet always has made quality clothing and i had purchased the same shirt in another color and i wanted to see if they had other colors  they did and i got 2 more. i received in expected time and they were wrapped nicely. thank you for great choices of unique clothing.,Layering
1,I tried this in the black and white in the store. the material is very thin. you cannot wear the white without a cami which defeats the purpose of wearing this tank in the summery. the arm holes are cut very inconsistently. some are very big which creates a very unflattering gap under the armpit. others are cut fine. i tried on 3 different smalls in the black and found one that was cut just right. this does fit snuggly  but is more flattering that way.,Layering
1,I can not speak highly enough about this shirt. i originally bought the navy one and then went back to purchase the other two colors. the material is soft and thin without being flimsy. the fit is very flattering.,Layering
-1,These could barely fit over my calf and did not even broach my knee. i have big calves but i am otherwise i slim and normal sized woman. these are way too tight and narrow to enjoy or to get much use out of.,Legwear
-1,The tights are thin and not how they appear in the photo. one of my pairs had a hole in the seat and it was obvious they had been repackaged with part of the packaging missing. very disappointing. i wish i had found the hole before i try them on. they are definitely going back.,Legwear
-1,Does not say ribbed. did not want ribbed. would not have bought ribbed,Legwear
-1,Adorable foxes  i was smitten in the store but the fix is bizarre and the foxes don't come up very high so you're limited in the length you can wear. i bought the m/l based on salesperson advice and i can't imagine trying anything smaller  i usually wear a size s or 4 bottom  these were super snug. back to the store they went.,Legwear
-1,Ordered on line and thought these are a great quality as i pulled them out of the box. tried them on and found minimal elastic for the waist. within minutes of wearing  the waist fell down past my hips...glad i was at home. looks cute but will not stay up.,Legwear
-1,Good quality fabric and structure but the mix media details and lines make them seem more like jodphurs than leggings. it's hard to see where i would wear them ... sorry but they have to go back.,Legwear
-1,These socks were very thin and the elastic at the top was very rigid. i could not get these socks to go any higher than half-way up my calf. i would not recommend this product. it felt very cheap and not of good quality.,Legwear
-1,I was not a fan of these leggings. these were very unflattering. i could see that after wearing these all day they could start stretch out. i just didn't feel like they would hold up for even one season.,Legwear
-1,I am so sad i have to return these leggings. they're adorable--so much so that my fiancã© commented favorably on them--but as other reviewers have pointed out  there's no elastic or string in the waistband so you have to walk around holding them up with one hand or they'll fall down! why  sleeping on snow? whyyyyyyyyyyy? they're so great otherwise!,Legwear
0,These are very cute leggings. i love the ribbed bottoms. as far as design and comfort  they are a five. but after only two wearings  they are pilling like crazy and look shabby. i'm very happy i only paid $23 for them. if i paid full price  i'd be more upset.,Legwear
0,"I'm 5'9"" and these run true to size for the fit but having long legs by the end of the day they start to sag down in the crotch and hit me about mid calf straight out is the package. they wash up perfectly and are cozy. if you're of average height these will probably be your favorite.",Legwear
0,I wanted to love these  but they're so tight around the top. my legs are normal size and i couldn't get them above my knee. the top isn't stretchy...it has a string that keeps it from expanding. they are so very cute  but unfortunately must go back for me.,Legwear
0,"I received these as a christmas gift. they are really cozy: warm  soft and super comfortable. however  they stretch out a lot  as there is no drawstring or elastic on the waist band. this leads them to poof out a lot and i have to keep pulling them up. this is fine for hanging out around the house  but not if you want to wear them out and about. i'm keeping them because they're so comfortable  but beware how much they stretch. (i am 5'6""  130 lbs and the size small fits well).",Legwear
0,I love these leggings - they look and feel great  but i can't wear them out of the house! there is no elastic in the waistband  so they are constantly falling down. i won't dare wear them out  for fear they will fall down when i walk across the street. everything else about the leggings is exactly what i was looking for: style  comfort  and warmth. they are great for curling up to read a good book in front of the fire; not for doing anything active.,Legwear
0,I have the blue and gray and love the look and feel. however  the gray within days ripped at the seam and other areas.,Legwear
0,These leggings are great in quality and are thick enough to wear as pants; the rise is perfect. the only issue is that they stretch during wear and end up being a size larger.,Legwear
0,I have bought other leggings at retailer and they were fine. these run small. i have to return.,Legwear
0,"Got them in the light blue. i'm 5'0"" so they're a little long. i like the texture and they are really comfortable! the only thing is the awkward seams around the crotch area so you really can't wear them alone with a cropped tee or shorter top.",Legwear
1,These socks feel amazing-i have them in both colors.  you would be surprised at the softness of these socks  yet they are slightly thicker than normal dress socks. i have weird toenails that tend to pierce through the tops of socks so a thicker sock is something that is very attractive to me. i feel like these would last a long time  with the bonus of making my feet feel like they are at the spa-these socks are soft?  these socks do not stay on my thigh so i have to use a garter and wear them li,Legwear
1,Perfect substitute for leggings to wear with a long shirt skirts or shorts. and are thick enough to keep you warm and aren't as thin as some tights normally are.,Legwear
1,"My review is of the ""black motif"" (no longer listed online  but i saw a bunch in the clearance sock bin at the georgetown dc store  today  12/27/2015).  i love beautiful and unique socks! so i thought i'd give these a chance. i like them so much that i bought 3 more pairs of the exact same sock now that they're on sale!  two things i noticed... the way the sock is knit  when you put it on  it no longer has a matte black look in the black areas. it is sort of a stretched  slightly two-tone look.",Legwear
1,I love these socks so much! i ordered the beige and red pair with the polar bear design and they are my new favorite socks. these are comfy  with great stretch and just the right amount of cushion. however  the best feature is the cute little frill around the cuff! i want to order more  but i don't care for the other designs as much as the pair i ordered. instead  i will be keeping an eye on this brand to see what they come out with next!,Legwear
1,"A very pretty pair of over-the-knee socks. i purchased the dark grey color  which has a metallic silver thread running through it. a nice subtle but glitzy touch. the knitted pattern is intricate and nicely done. i'm 5' 4"" and they do come up well above the knee. if you are walking quite a bit  they don't stay above the knee  but they do seem to stay just below the knee. because the yarn is fairly thin they don't look bunchy even if they come down a bit. i have very sensitive skin  and metallics",Legwear
1,This socks are very comfortable however they do feel a little big around the top so for people with a small lower calf might find them a bit big. that being said they are very comfortable.,Legwear
1,I wanted these leggings to wear under dresses during winter to keep my legs warm. they get the job done and for an incredible price. they are soft and lined with fleece on the inside. i'm not sure the ribbing on the black is necessary but it's subtle and i don't mind it. they are a tad long on my petite frame but since i intend to tuck them into boots  the length not a problem. my only quibble is that my first pair arrived with three snags on one leg. retailer kindly sent me a new pair for,Legwear
1,The color is great  a nice alternative to all my black tights. good quality.,Legwear
1,I love these cozy  fashionable leggings. they are super flattering and thick enough to wear to yoga or out and about in the real world. i will definitely be getting another pair! they seem true to size. i am tall (5'11) and usually wear a lg.,Legwear
-1,I own some pure and good cotton tanks similar to this in black that i live in teaching dance. i was hoping these would be the same. i ordered the pale blue and it is completely see through and fits tight in the back and loose in the front. i have no desire to have a bra/sports bra show whether out the sides or through the fabric  it is tacky!,Lounge
-1,This dress is very thick cotton material. like a sweatshirt. i was hoping to wear this to a wedding but it is a tunic at best. the bell part of the sleeves also stick out awkwardly because of the fabric.,Lounge
-1,So thin and see thru it's not even wearable in public. extremely cheap and ill fitting for any price let alone this price. i feel like they will rip the moment i wear them out. going back.,Lounge
-1,This is a great dress if you don't want to leave the house or you want the world to see your nipples.,Lounge
-1,I've been wearing this very comfortable and cute coat for 2 weeks. it is already tearing at the seams somehow. the quality of this is very poor.,Lounge
-1,I splurged on this pajama set for myself and now regret it. even though the design is adorable  the knitted fabric contains acrylic and started pilling a lot within the first week of wear. after a month and a couple washes  it looks horrible. it may be the worst case of pilling i've ever seen in a fabric. so so disappointed. it initially fit true to size but has stretched out a bit over time.,Lounge
-1,The pants are pretty and run true to size  but the fabric is bathing suit like  very thin and sheers in the butt when you squat. i wouldn't recommend for anything but waking.,Lounge
-1,I had high hopes for this top but it didn't work for me at all. it shows your bra straps perfectly. plus  it was so big and boxy that it made me look about 10 pounds heavier. no thanks!,Lounge
-1,Bought this cami/tank on sale which i'm glad but it has a flap underneath like a bralette but not fitted..it kinda just drapes under the cami...the problem is it's not thick enough to offer the coverage you would want under a white tank ...but it was also too short so it caused a visible line underneath that showed through.that was higher than the bottom of my chest ..so it gave the appearance that i wore the wrong bra/undergarment...it simply looks awkward ...not sure if it would've been better,Lounge
0,This hoodie is beautiful  soft and flattering. but the soft fabric pilled badly after one wearing and it's probably going to look ratty after a few washings. i might accept pilling in a $30 sweatshirt but not at this price. i don't really want to take it back but i will. (i've complained to retailer employees in the past about other clothes pilling and poor quality  and they've always said i could bring it back),Lounge
0,The material is super soft and i could see how this could be a great fall sweater  but the furry portion made the top too bulky. i should've sized down  but even then i think it still would've been a touch boxy. if it was boxy all the way through it'd be fine  but it feels like just the top was bulky while the bottom half was fine. perhaps good for more broad shouldered people. i have very small shoulders. also reminded me too much of a sheepskin rug.,Lounge
0,I ordered this shirt in the purple stripe and was happy when it arrived and i really liked the color and style.   however  like the other reviewer  when i tried it on  the little circles on the front line up perfectly with your bra straps.  i even tried a different style bra and had the same result.  sadly i returned it yesterday.,Lounge
0,Though the quality is good and the fabric is both sturdy and soft  the cut of this top made this a no-go for me. it's a bit short in front and also boxy  which is emphasized by the dolman sleeves. i ordered the coral color and it was much brighter - almost neon-y - as opposed to the soft salmon color my screen shows. i regretfully returned it.,Lounge
0,"I tried these on because the color is really pretty and fun  and who donse't want a pair of comfy/cute pants... but they looked awful on my muscular thighs... i don't think the cut will be falttering on 99% of the population. also  not as comfortable as they looked  the crotch seemed a little ""low"" on me  though the pants were in the correct size.",Lounge
0,This dress had a nice silhouette  but the armholes were cut a bit wide and made it look sloppy- too bad - it would've made a nice casual dress!,Lounge
0,I bought these almost immediately after touching them in store; they were so soft i didn't even need to try them on to know i would love them. i now wish i had tried them on in the store  so i could have learned that the elastic band on the inside isn't sown in  meaning the band will constantly twist and get tangled whenever i put them on/take them off. it's unbelievably annoying. i have to fix them every time i wear them. if i had known this i don't know if i would have purchased them. they are,Lounge
0,I tried the yellow striped dress on in the store and it is completely sheer.,Lounge
0,I loved the lavender color on the cape. it was soft and comfortable. but the design on the front ruined it for me. it took me all of 1 minute to know it was going back. it looked like florescent bird feathers nothing wrong with that  it just wasn't my style at all. i was a bit disappointed as it would have been perfect for cool ca nights. it looked more subdued in the photo  it's not. i clicked i would recommend to others as it is nicely made and i guess just not my taste as far as the colors an,Lounge
1,"I tried this on  the fit was true to size  as far as no cup size goes (32dd  got xs  was ok). the pattern i like  and was totally fine on my pale skin  but think of it  i would not likely wear this without a tank or shirt... support seemed ok too  i do like the criss-cross detail in the abck. thinking about keeping it  but i jsut don't ""need"" it right this second... dilemma.  caveat: not been tested in a workout  obviously  since i am not sure i will keep it (may chance it on sale).",Lounge
1,I love this dress. it is so soft and comfortable  perfect for summer!! i wish it came in more colors because i would buy everyone!!,Lounge
